time_sec,frame,track_id,label,prob,is_flagged,bbox_x1,bbox_y1,bbox_x2,bbox_y2
3.0,90,1,normal,1.0,False,329,679,671,1076
3.0,90,2,normal,1.0,False,606,491,785,693
3.0,90,3,normal,1.0,False,701,553,975,845
3.0,90,4,normal,1.0,False,952,657,1315,1058
3.0,90,5,normal,1.0,False,970,476,1177,676
3.0,90,6,normal,1.0,False,1206,552,1465,793
3.0,90,7,normal,1.0,False,1538,648,1918,1073
4.0,120,1,normal,1.0,False,315,679,672,1075
4.0,120,2,normal,1.0,False,605,490,785,695
4.0,120,3,normal,1.0,False,701,553,975,842
4.0,120,4,normal,1.0,False,952,656,1315,1057
4.0,120,5,normal,1.0,False,973,475,1177,676
4.0,120,6,normal,1.0,False,1205,551,1465,792
4.0,120,7,normal,1.0,False,1538,648,1918,1074
5.0,150,1,normal,1.0,False,327,679,672,1076
5.0,150,2,normal,1.0,False,607,490,785,694
5.0,150,3,normal,1.0,False,700,552,975,844
5.0,150,4,normal,1.0,False,950,656,1313,1055
5.0,150,5,normal,1.0,False,969,476,1177,676
5.0,150,6,normal,1.0,False,1205,551,1465,793
5.0,150,7,normal,1.0,False,1538,647,1918,1073
6.0,180,1,normal,1.0,False,318,679,671,1075
6.0,180,2,normal,1.0,False,604,490,786,697
6.0,180,3,normal,1.0,False,701,552,975,840
6.0,180,4,normal,1.0,False,952,657,1315,1056
6.0,180,5,normal,1.0,False,971,475,1178,674
6.0,180,6,normal,1.0,False,1205,552,1465,793
6.0,180,7,normal,1.0,False,1538,647,1918,1072
7.0,210,1,normal,1.0,False,314,679,671,1075
7.0,210,2,normal,1.0,False,607,491,785,695
7.0,210,3,normal,1.0,False,700,552,976,845
7.0,210,4,normal,1.0,False,952,656,1314,1057
7.0,210,5,normal,1.0,False,973,476,1178,677
7.0,210,6,normal,1.0,False,1204,552,1466,794
7.0,210,7,normal,1.0,False,1538,647,1918,1073
8.0,240,1,normal,1.0,False,331,679,672,1075
8.0,240,2,normal,0.998,False,608,490,785,691
8.0,240,3,normal,1.0,False,706,553,975,837
8.0,240,4,normal,1.0,False,950,643,1316,1058
8.0,240,5,normal,1.0,False,973,477,1177,678
8.0,240,6,normal,1.0,False,1220,552,1466,795
8.0,240,7,normal,1.0,False,1538,647,1918,1072
9.0,270,1,normal,1.0,False,304,680,672,1076
9.0,270,2,normal,1.0,False,607,491,784,690
9.0,270,3,normal,0.993,False,706,548,979,823
9.0,270,4,normal,0.845,False,965,607,1352,1067
9.0,270,5,normal,1.0,False,968,476,1177,679
9.0,270,6,normal,1.0,False,1287,550,1465,795
9.0,270,7,normal,0.989,False,1538,647,1919,1073
10.0,300,1,normal,1.0,False,338,680,672,1076
10.0,300,2,normal,0.999,False,608,490,784,690
10.0,300,3,normal,0.95,False,706,548,976,821
10.0,300,5,normal,1.0,False,970,477,1177,679
10.0,300,4,lateral_movement,0.99,False,1021,619,1421,1050
10.0,300,7,head_turn,0.672,False,1538,646,1919,1072
11.0,330,1,normal,1.0,False,283,680,672,1076
11.0,330,2,normal,1.0,False,607,488,784,693
11.0,330,3,normal,0.995,False,708,549,975,833
11.0,330,4,lateral_movement,0.968,False,949,632,1321,1072
11.0,330,5,normal,0.999,False,968,477,1176,674
11.0,330,6,normal,0.997,False,1235,531,1466,803
11.0,330,7,head_turn,0.558,False,1538,647,1918,1072
12.0,360,1,normal,1.0,False,325,681,671,1075
12.0,360,2,normal,1.0,False,609,489,784,692
12.0,360,3,normal,0.993,False,707,548,976,822
12.0,360,4,lateral_movement,0.968,False,934,638,1321,1070
12.0,360,5,normal,1.0,False,965,476,1177,670
12.0,360,6,normal,0.992,False,1188,533,1464,794
12.0,360,7,normal,0.894,False,1539,647,1918,1072
13.0,390,1,normal,1.0,False,323,681,671,1075
13.0,390,2,normal,1.0,False,607,490,783,692
13.0,390,3,normal,0.986,False,708,548,975,820
13.0,390,4,lateral_movement,0.992,True,928,629,1325,1073
13.0,390,5,normal,1.0,False,967,475,1178,671
13.0,390,6,normal,0.962,False,1180,531,1466,793
13.0,390,7,normal,0.919,False,1538,646,1918,1072
14.0,420,1,normal,1.0,False,325,681,671,1075
14.0,420,2,normal,1.0,False,607,490,783,692
14.0,420,3,normal,0.995,False,704,547,975,825
14.0,420,4,normal,1.0,True,930,641,1320,1072
14.0,420,5,normal,0.984,False,947,478,1159,675
14.0,420,6,head_turn,0.939,False,1200,546,1466,792
14.0,420,7,normal,0.999,False,1538,647,1918,1071
15.0,450,1,normal,1.0,False,332,683,672,1075
15.0,450,2,normal,0.995,False,616,504,799,674
15.0,450,3,normal,0.992,False,701,547,973,823
15.0,450,4,normal,0.999,True,931,644,1311,1064
15.0,450,5,head_turn,0.593,False,935,485,1149,673
15.0,450,6,head_turn,0.982,False,1204,549,1465,791
15.0,450,7,normal,0.998,False,1537,647,1919,1072
16.0,480,1,normal,1.0,False,355,683,671,1074
16.0,480,2,head_turn,0.829,False,619,503,793,670
16.0,480,3,normal,1.0,False,703,549,975,821
16.0,480,4,normal,0.969,True,930,650,1317,1065
16.0,480,5,lateral_movement,0.658,False,939,483,1150,673
16.0,480,6,normal,0.963,False,1202,549,1467,798
16.0,480,7,normal,0.998,False,1535,646,1919,1069
17.0,510,1,normal,1.0,False,283,682,670,1076
17.0,510,2,head_turn,0.823,False,608,490,782,695
17.0,510,3,normal,1.0,False,702,550,975,830
17.0,510,4,normal,0.994,False,941,649,1315,1065
17.0,510,5,lateral_movement,0.783,False,947,476,1163,674
17.0,510,6,normal,0.999,False,1206,550,1466,793
17.0,510,7,normal,1.0,False,1536,647,1918,1071
18.0,540,1,normal,1.0,False,280,661,669,1078
18.0,540,2,head_turn,0.704,False,608,489,784,690
18.0,540,3,normal,1.0,False,702,550,976,834
18.0,540,4,head_turn,0.845,False,940,651,1320,1073
18.0,540,5,lateral_movement,0.751,True,956,476,1168,673
18.0,540,6,normal,1.0,False,1206,550,1466,794
18.0,540,7,normal,0.98,False,1530,648,1918,1071
19.0,570,1,normal,1.0,False,270,642,649,1078
19.0,570,2,normal,0.809,False,609,490,784,693
19.0,570,3,normal,0.999,False,706,550,975,827
19.0,570,4,head_turn,0.766,False,940,656,1328,1073
19.0,570,5,lateral_movement,0.862,True,956,475,1168,672
19.0,570,6,normal,1.0,False,1207,550,1466,795
19.0,570,7,normal,0.988,False,1531,648,1919,1070
20.0,600,1,normal,1.0,False,339,681,622,1075
20.0,600,2,normal,0.97,False,609,490,784,692
20.0,600,3,normal,0.847,False,704,554,976,830
20.0,600,4,head_turn,0.794,False,940,656,1325,1073
20.0,600,5,lateral_movement,0.693,True,955,474,1168,673
20.0,600,6,normal,1.0,False,1207,550,1466,797
20.0,600,7,normal,0.994,False,1526,648,1918,1071
21.0,630,1,normal,0.996,False,289,638,671,1077
21.0,630,2,normal,0.997,False,604,488,789,693
21.0,630,3,head_turn,0.945,False,702,554,976,833
21.0,630,4,head_turn,0.822,True,942,654,1323,1073
21.0,630,5,normal,0.953,True,956,475,1169,673
21.0,630,6,normal,1.0,False,1207,550,1466,801
21.0,630,7,normal,0.999,False,1527,648,1919,1071
22.0,660,1,lateral_movement,0.866,False,254,646,728,1072
22.0,660,2,normal,0.976,False,608,490,787,709
22.0,660,3,normal,0.855,False,714,554,977,826
22.0,660,4,head_turn,0.879,True,946,651,1316,1067
22.0,660,5,normal,0.988,True,955,474,1167,674
22.0,660,6,normal,1.0,False,1210,549,1466,798
22.0,660,7,normal,0.999,False,1515,649,1919,1070
23.0,690,1,lateral_movement,0.992,False,272,648,711,1072
23.0,690,2,normal,0.938,False,608,490,786,700
23.0,690,3,normal,0.951,False,708,555,975,826
23.0,690,4,head_turn,0.899,True,946,652,1311,1065
23.0,690,5,normal,0.998,True,954,476,1168,675
23.0,690,6,normal,0.999,False,1208,540,1467,798
23.0,690,7,normal,0.993,False,1516,649,1918,1068
24.0,720,1,lateral_movement,0.989,False,282,683,677,1079
24.0,720,2,normal,0.922,False,607,489,786,694
24.0,720,3,normal,1.0,False,700,553,976,839
24.0,720,4,normal,0.958,True,946,647,1311,1063
24.0,720,5,normal,1.0,False,953,477,1167,673
24.0,720,6,normal,0.922,False,1208,532,1468,815
24.0,720,7,normal,0.964,False,1517,650,1919,1069
25.0,750,1,lateral_movement,0.989,True,293,717,676,1077
25.0,750,2,head_turn,0.92,False,607,489,785,698
25.0,750,3,normal,0.999,False,736,552,976,832
25.0,750,4,head_turn,0.834,True,944,650,1310,1066
25.0,750,6,normal,0.953,False,1205,534,1466,814
25.0,750,7,lateral_movement,0.735,False,1517,649,1918,1071
26.0,780,1,lateral_movement,0.997,True,280,722,677,1077
26.0,780,2,normal,0.997,False,607,489,788,770
26.0,780,3,normal,0.985,False,769,550,982,845
26.0,780,4,normal,0.994,True,946,648,1313,1065
26.0,780,5,normal,1.0,False,955,476,1167,673
26.0,780,6,normal,0.975,False,1204,538,1464,815
26.0,780,7,normal,0.979,False,1517,649,1919,1069
27.0,810,1,normal,1.0,True,279,724,676,1077
27.0,810,2,normal,0.999,False,608,489,785,692
27.0,810,3,normal,0.979,False,704,550,977,832
27.0,810,4,normal,0.941,True,945,650,1313,1066
27.0,810,5,normal,1.0,False,954,476,1167,670
27.0,810,6,lateral_movement,0.747,False,1207,547,1465,798
27.0,810,7,normal,0.998,False,1517,645,1919,1072
28.0,840,1,normal,1.0,True,278,699,673,1077
28.0,840,2,normal,1.0,False,609,489,786,692
28.0,840,3,normal,0.98,False,703,551,981,830
28.0,840,4,normal,0.994,False,945,650,1315,1064
28.0,840,5,normal,0.993,False,955,475,1166,674
28.0,840,6,lateral_movement,0.706,False,1206,550,1466,802
28.0,840,7,normal,0.998,False,1517,635,1919,1069
29.0,870,1,normal,1.0,True,288,682,663,1078
29.0,870,2,normal,1.0,False,606,488,783,694
29.0,870,3,normal,0.989,False,699,547,970,821
29.0,870,4,normal,0.997,False,936,642,1321,1072
29.0,870,5,normal,0.999,False,952,476,1165,676
29.0,870,6,lateral_movement,0.544,False,1206,551,1466,799
29.0,870,7,normal,0.972,False,1517,641,1918,1071
30.0,900,1,normal,1.0,False,276,686,663,1077
30.0,900,2,normal,0.977,False,606,489,785,694
30.0,900,3,normal,0.989,False,724,547,975,808
30.0,900,4,normal,0.998,False,915,639,1309,1071
30.0,900,5,normal,1.0,False,953,477,1163,677
30.0,900,6,normal,0.999,False,1203,552,1466,798
30.0,900,7,normal,0.928,False,1509,651,1919,1068
