time_sec,frame,track_id,label,prob,is_flagged,bbox_x1,bbox_y1,bbox_x2,bbox_y2
3.0,90,1,normal,1.0,False,294,710,584,1047
3.0,90,2,normal,1.0,False,655,547,912,796
3.0,90,3,normal,1.0,False,852,611,1199,1043
3.0,90,4,normal,0.991,False,1097,548,1356,784
3.0,90,5,normal,0.995,False,1418,641,1772,1069
4.0,120,1,normal,1.0,False,328,702,583,1049
4.0,120,2,normal,0.99,False,656,548,912,796
4.0,120,3,normal,0.868,False,852,613,1201,1039
4.0,120,4,normal,0.986,False,1099,548,1356,785
4.0,120,5,lateral_movement,0.875,False,1419,642,1771,1073
5.0,150,1,normal,1.0,False,277,712,582,1048
5.0,150,2,normal,0.997,False,655,548,912,796
5.0,150,3,normal,0.864,False,852,615,1200,1046
5.0,150,4,normal,0.972,False,1099,548,1355,784
5.0,150,5,lateral_movement,0.683,False,1419,642,1772,1074
6.0,180,1,normal,1.0,False,319,711,581,1046
6.0,180,2,normal,0.998,False,655,547,913,797
6.0,180,3,lateral_movement,0.807,False,852,615,1200,1044
6.0,180,4,normal,0.989,False,1098,548,1356,784
6.0,180,5,normal,0.999,False,1407,637,1771,1065
7.0,210,1,normal,1.0,False,305,700,582,1047
7.0,210,2,normal,1.0,False,654,546,912,796
7.0,210,3,lateral_movement,0.77,False,852,615,1199,1039
7.0,210,4,normal,0.991,False,1098,548,1355,784
7.0,210,5,normal,1.0,False,1408,639,1772,1066
8.0,240,1,normal,1.0,False,335,640,578,1050
8.0,240,2,normal,1.0,False,653,547,912,799
8.0,240,3,normal,0.921,False,851,619,1200,1030
8.0,240,4,normal,0.979,False,1073,540,1342,783
8.0,240,5,normal,1.0,False,1409,639,1771,1073
9.0,270,1,normal,1.0,False,283,664,579,1053
9.0,270,2,normal,0.99,False,653,548,912,797
9.0,270,3,normal,0.916,False,853,622,1199,1041
9.0,270,4,lateral_movement,0.925,False,1072,540,1309,766
9.0,270,5,normal,1.0,False,1409,638,1772,1067
10.0,300,1,normal,1.0,False,319,670,579,1051
10.0,300,2,normal,0.998,False,655,548,912,795
10.0,300,3,normal,0.999,False,858,619,1203,1060
10.0,300,4,lateral_movement,0.83,False,1090,529,1351,784
