time_sec,frame,track_id,label,prob,is_flagged,bbox_x1,bbox_y1,bbox_x2,bbox_y2
3.0,90,1,normal,1.0,False,142,630,559,1080
3.0,90,2,normal,1.0,False,593,556,877,790
3.0,90,3,normal,1.0,False,771,628,1100,1012
3.0,90,4,normal,1.0,False,1059,535,1316,785
3.0,90,5,normal,1.0,False,1325,637,1772,1051
4.0,120,1,normal,0.988,False,144,629,559,1080
4.0,120,2,normal,1.0,False,592,557,877,790
4.0,120,3,normal,1.0,False,772,629,1100,1011
4.0,120,4,normal,1.0,False,1060,534,1315,785
4.0,120,5,normal,1.0,False,1325,637,1772,1053
5.0,150,1,normal,0.952,False,154,633,560,1080
5.0,150,2,normal,1.0,False,593,556,876,786
5.0,150,3,normal,1.0,False,770,630,1100,1013
5.0,150,4,normal,1.0,False,1060,535,1318,786
5.0,150,5,normal,1.0,False,1328,638,1773,1059
6.0,180,1,head_turn,0.849,False,119,638,558,1074
6.0,180,2,normal,1.0,False,592,558,876,786
6.0,180,3,normal,0.99,False,768,630,1099,1013
6.0,180,4,normal,1.0,False,1060,534,1316,786
6.0,180,5,normal,0.993,False,1327,638,1773,1058
7.0,210,1,normal,0.965,False,130,627,557,1074
7.0,210,2,normal,1.0,False,591,557,877,787
7.0,210,3,normal,0.999,False,770,629,1100,1009
7.0,210,4,normal,0.999,False,1060,534,1315,786
7.0,210,5,normal,0.996,False,1327,638,1772,1058
8.0,240,1,normal,0.923,False,128,625,557,1074
8.0,240,2,normal,1.0,False,591,558,877,788
8.0,240,3,normal,1.0,False,769,630,1100,1012
8.0,240,4,normal,1.0,False,1058,534,1318,785
8.0,240,5,normal,1.0,False,1327,636,1772,1059
9.0,270,1,head_turn,0.893,False,145,629,557,1074
9.0,270,2,normal,1.0,False,591,557,876,789
9.0,270,3,normal,1.0,False,766,632,1101,1012
9.0,270,4,normal,1.0,False,1058,535,1319,786
9.0,270,5,normal,1.0,False,1328,636,1772,1059
10.0,300,1,head_turn,0.863,False,134,634,558,1074
10.0,300,2,normal,1.0,False,592,559,876,788
10.0,300,3,normal,1.0,False,766,633,1100,1011
