time_sec,frame,track_id,label,prob,is_flagged,bbox_x1,bbox_y1,bbox_x2,bbox_y2
3.0,90,1,normal,1.0,False,240,535,527,842
3.0,90,2,normal,1.0,False,344,630,719,1077
3.0,90,3,normal,1.0,False,719,557,996,797
3.0,90,4,normal,1.0,False,937,624,1263,1076
3.0,90,5,normal,1.0,False,1164,535,1419,779
3.0,90,6,normal,0.942,False,1513,638,1875,988
4.0,120,1,normal,0.997,False,238,537,527,877
4.0,120,2,normal,1.0,False,344,630,718,1077
4.0,120,3,normal,1.0,False,719,558,995,797
4.0,120,4,normal,0.929,False,938,625,1263,1073
4.0,120,5,head_turn,0.739,False,1165,534,1420,778
4.0,120,6,head_turn,0.532,False,1514,640,1873,995
5.0,150,1,normal,0.998,False,239,535,527,835
5.0,150,2,normal,1.0,False,346,629,718,1074
5.0,150,3,normal,1.0,False,719,557,996,797
5.0,150,4,normal,0.999,False,937,625,1263,1076
5.0,150,5,normal,0.989,False,1167,535,1420,778
5.0,150,6,lateral_movement,0.632,False,1526,639,1874,1010
6.0,180,1,normal,0.995,False,237,536,529,843
6.0,180,2,normal,1.0,False,343,629,719,1074
6.0,180,3,normal,0.999,False,719,557,996,799
6.0,180,4,normal,0.994,False,939,623,1262,1076
6.0,180,5,normal,0.92,False,1165,535,1420,779
6.0,180,6,normal,0.98,False,1526,640,1874,1010
7.0,210,1,normal,0.996,False,239,534,528,841
7.0,210,2,normal,0.996,False,343,628,719,1074
7.0,210,3,normal,1.0,False,719,558,996,803
7.0,210,4,normal,0.997,False,948,618,1242,1074
7.0,210,5,lateral_movement,0.956,False,1155,535,1420,776
7.0,210,6,lateral_movement,0.97,False,1530,642,1873,995
8.0,240,1,normal,1.0,False,237,537,529,842
8.0,240,2,normal,0.976,False,343,628,719,1074
8.0,240,3,normal,0.991,False,719,559,993,777
8.0,240,4,normal,0.971,False,899,607,1261,1075
8.0,240,5,lateral_movement,0.996,False,1139,535,1420,782
8.0,240,6,normal,0.855,False,1527,637,1873,1012
9.0,270,1,normal,0.88,False,237,536,529,848
9.0,270,2,normal,0.982,False,342,629,718,1074
9.0,270,3,normal,0.811,False,717,557,994,893
9.0,270,4,normal,0.967,False,975,589,1240,1074
9.0,270,5,normal,0.825,False,1141,535,1420,775
9.0,270,6,lateral_movement,0.999,True,1528,637,1873,1038
10.0,300,1,normal,0.809,False,236,535,528,847
10.0,300,2,normal,0.997,False,346,628,718,1074
10.0,300,3,lateral_movement,1.0,False,719,558,997,903
10.0,300,4,normal,0.944,False,976,590,1240,1073
10.0,300,5,normal,0.819,False,1140,535,1419,775
10.0,300,6,lateral_movement,0.999,True,1529,638,1873,1038
11.0,330,1,lateral_movement,0.991,False,236,534,528,851
11.0,330,2,normal,1.0,False,345,627,718,1076
11.0,330,3,lateral_movement,1.0,False,719,559,996,811
11.0,330,4,normal,0.936,False,952,611,1245,1072
11.0,330,5,normal,0.931,False,1137,535,1420,785
11.0,330,6,lateral_movement,0.998,True,1527,637,1873,1019
12.0,360,1,lateral_movement,0.899,False,237,534,528,874
12.0,360,2,normal,0.994,False,346,627,718,1075
12.0,360,3,normal,0.976,False,718,558,997,802
12.0,360,4,normal,1.0,False,940,615,1248,1073
12.0,360,5,normal,0.892,False,1159,535,1419,777
12.0,360,6,normal,0.986,True,1529,636,1870,987
13.0,390,1,lateral_movement,0.905,False,235,535,528,892
13.0,390,2,normal,0.99,False,343,626,718,1076
13.0,390,3,normal,1.0,False,717,557,997,802
13.0,390,4,normal,1.0,False,939,618,1250,1073
13.0,390,5,normal,0.901,False,1162,536,1420,778
13.0,390,6,normal,0.971,True,1527,636,1873,1036
14.0,420,1,lateral_movement,0.879,True,238,534,527,840
14.0,420,2,normal,0.992,False,343,627,719,1077
14.0,420,3,normal,0.999,False,743,533,991,796
14.0,420,4,normal,1.0,False,938,616,1255,1073
14.0,420,5,normal,0.805,False,1131,531,1379,756
14.0,420,6,normal,0.819,False,1528,636,1872,992
15.0,450,1,normal,0.998,True,239,534,527,841
15.0,450,2,normal,0.997,False,342,627,720,1077
