time_sec,frame,track_id,label,prob,is_flagged,bbox_x1,bbox_y1,bbox_x2,bbox_y2
3.0,90,1,normal,0.997,False,301,585,500,815
3.0,90,2,normal,0.93,False,353,624,717,1073
3.0,90,3,lateral_movement,0.859,False,730,558,1004,803
3.0,90,4,normal,0.992,False,947,620,1278,1076
3.0,90,5,lateral_movement,0.959,False,1176,536,1435,776
3.0,90,6,normal,0.833,False,1544,631,1887,1021
4.0,120,1,normal,0.993,False,304,586,501,814
4.0,120,2,normal,0.984,False,355,626,716,1071
4.0,120,3,lateral_movement,0.744,False,730,558,1004,803
4.0,120,4,normal,0.991,False,947,621,1276,1076
4.0,120,5,lateral_movement,0.962,False,1177,536,1436,775
4.0,120,6,normal,0.872,False,1514,633,1887,1023
5.0,150,1,normal,1.0,False,299,586,500,816
5.0,150,2,normal,1.0,False,350,623,717,1073
5.0,150,3,lateral_movement,0.778,False,730,558,1004,803
5.0,150,4,normal,1.0,False,947,622,1273,1077
5.0,150,5,lateral_movement,0.886,False,1174,536,1436,775
5.0,150,6,normal,0.991,False,1515,632,1886,1022
6.0,180,1,normal,1.0,False,302,586,501,817
6.0,180,2,normal,1.0,False,353,626,716,1071
6.0,180,3,normal,0.999,False,728,558,1004,803
6.0,180,4,normal,1.0,False,947,620,1278,1075
6.0,180,5,lateral_movement,0.917,True,1174,535,1435,775
6.0,180,6,normal,0.986,False,1515,632,1886,1023
7.0,210,1,normal,0.969,False,297,585,501,817
7.0,210,2,normal,1.0,False,353,626,716,1072
7.0,210,3,normal,0.997,False,729,558,1004,803
7.0,210,4,normal,1.0,False,948,620,1280,1076
7.0,210,5,lateral_movement,0.866,True,1174,536,1435,776
7.0,210,6,lateral_movement,0.974,False,1515,633,1885,1023
8.0,240,1,normal,0.942,False,294,585,501,815
8.0,240,2,normal,0.999,False,350,623,717,1074
8.0,240,3,lateral_movement,0.91,True,729,558,1003,801
8.0,240,4,normal,1.0,False,946,620,1275,1076
8.0,240,5,normal,0.935,True,1174,536,1436,774
8.0,240,6,head_turn,0.552,False,1517,632,1887,1023
9.0,270,1,normal,0.999,False,293,585,501,817
9.0,270,2,lateral_movement,0.941,False,353,626,716,1072
9.0,270,3,lateral_movement,0.86,True,728,558,1004,801
9.0,270,4,normal,0.999,False,947,620,1277,1076
9.0,270,5,lateral_movement,0.876,True,1174,536,1435,775
9.0,270,6,normal,0.995,False,1517,632,1886,1023
10.0,300,1,normal,1.0,False,298,573,503,812
10.0,300,2,normal,0.823,False,349,622,718,1073
