time_sec,frame,track_id,label,prob,is_flagged,bbox_x1,bbox_y1,bbox_x2,bbox_y2
3.0,90,1,normal,1.0,False,255,531,510,780
3.0,90,2,normal,1.0,False,342,646,678,1076
3.0,90,3,normal,0.997,False,719,537,998,810
3.0,90,4,normal,1.0,False,971,606,1290,1078
3.0,90,5,normal,1.0,False,1170,546,1442,784
3.0,90,6,normal,0.999,False,1512,631,1889,1018
4.0,120,1,normal,1.0,False,254,532,509,781
4.0,120,2,normal,1.0,False,338,652,678,1076
4.0,120,3,normal,0.99,False,721,537,999,790
4.0,120,4,normal,1.0,False,980,604,1287,1077
4.0,120,5,normal,0.998,False,1175,546,1442,784
4.0,120,6,normal,0.981,False,1512,631,1888,1013
5.0,150,1,normal,1.0,False,252,532,508,783
5.0,150,2,normal,0.999,False,341,654,678,1074
5.0,150,3,normal,0.997,False,720,537,998,777
5.0,150,4,normal,1.0,False,980,604,1286,1077
5.0,150,5,normal,1.0,False,1170,547,1443,784
5.0,150,6,normal,0.995,False,1513,633,1884,1024
6.0,180,1,normal,1.0,False,251,533,510,786
6.0,180,2,normal,1.0,False,341,654,678,1075
6.0,180,3,normal,1.0,False,722,538,998,777
6.0,180,4,normal,1.0,False,979,604,1287,1077
6.0,180,5,normal,0.998,False,1171,548,1443,784
6.0,180,6,normal,1.0,False,1513,633,1884,1023
7.0,210,1,normal,1.0,False,254,533,507,783
7.0,210,2,normal,1.0,False,335,654,678,1076
7.0,210,3,normal,0.998,False,722,537,999,768
7.0,210,4,normal,1.0,False,980,604,1287,1077
7.0,210,5,normal,0.991,False,1171,548,1442,784
7.0,210,6,normal,0.998,False,1512,632,1884,1019
8.0,240,1,normal,1.0,False,253,533,510,782
8.0,240,2,normal,0.996,False,340,654,679,1075
8.0,240,3,lateral_movement,0.803,False,721,539,999,765
8.0,240,4,normal,1.0,False,982,603,1286,1078
8.0,240,5,normal,0.947,False,1171,548,1442,782
8.0,240,6,normal,0.993,False,1510,628,1888,1016
9.0,270,1,normal,0.997,False,252,533,508,787
9.0,270,2,normal,1.0,False,340,654,678,1076
9.0,270,3,lateral_movement,0.808,False,721,538,999,764
9.0,270,4,normal,0.989,False,983,605,1286,1077
9.0,270,5,normal,0.988,False,1175,548,1442,783
9.0,270,6,normal,0.998,False,1511,630,1885,1026
10.0,300,1,normal,0.921,False,252,533,508,785
10.0,300,2,normal,0.999,False,339,654,678,1075
10.0,300,3,lateral_movement,0.812,False,719,536,998,773
10.0,300,4,normal,0.98,False,983,607,1286,1078
10.0,300,5,normal,0.991,False,1174,548,1442,782
10.0,300,6,normal,0.999,False,1511,629,1884,1027
11.0,330,1,normal,0.978,False,253,533,509,783
11.0,330,2,normal,1.0,False,340,654,679,1075
11.0,330,3,normal,0.89,False,722,538,999,767
11.0,330,4,normal,1.0,False,984,606,1286,1078
11.0,330,5,normal,0.943,False,1174,549,1442,784
11.0,330,6,normal,1.0,False,1511,630,1885,1022
12.0,360,1,normal,0.997,False,251,534,509,788
12.0,360,2,normal,0.999,False,342,656,678,1074
12.0,360,3,normal,0.992,False,719,538,1000,763
12.0,360,4,normal,0.974,False,986,606,1286,1077
12.0,360,5,normal,0.991,False,1175,550,1443,784
12.0,360,6,normal,1.0,False,1511,627,1890,1018
13.0,390,1,normal,0.997,False,305,538,532,753
13.0,390,2,normal,0.996,False,343,653,679,1072
13.0,390,3,normal,0.988,False,687,530,986,781
13.0,390,4,normal,1.0,False,985,606,1287,1077
13.0,390,5,head_turn,0.9,False,1173,550,1442,784
13.0,390,6,normal,1.0,False,1511,627,1890,1021
14.0,420,2,normal,0.999,False,339,649,679,1072
14.0,420,1,head_turn,0.91,False,348,539,546,762
14.0,420,3,normal,1.0,False,677,539,951,787
14.0,420,4,normal,0.997,False,985,606,1287,1075
14.0,420,5,head_turn,0.948,False,1173,550,1443,784
14.0,420,6,normal,1.0,False,1511,626,1890,1016
15.0,450,2,normal,0.995,False,337,634,685,1075
15.0,450,1,head_turn,0.697,False,348,540,538,764
15.0,450,3,normal,1.0,False,675,530,971,781
15.0,450,4,normal,0.98,False,982,607,1286,1078
15.0,450,5,normal,0.901,False,1165,551,1442,784
15.0,450,6,normal,1.0,False,1511,629,1888,1011
16.0,480,1,head_turn,0.79,False,222,537,521,779
16.0,480,2,normal,0.973,False,328,637,686,1075
16.0,480,3,normal,0.89,False,722,542,1001,766
16.0,480,4,normal,1.0,False,981,616,1287,1072
16.0,480,5,head_turn,0.687,False,1196,551,1442,786
16.0,480,6,normal,1.0,False,1512,631,1884,1004
17.0,510,1,lateral_movement,0.551,True,245,538,517,782
17.0,510,2,normal,0.945,False,337,643,687,1073
17.0,510,3,lateral_movement,0.903,False,724,542,1001,780
17.0,510,4,normal,1.0,False,998,624,1337,1069
17.0,510,5,normal,0.984,False,1283,553,1443,788
17.0,510,6,normal,0.998,False,1512,632,1884,1025
18.0,540,1,lateral_movement,0.553,True,242,537,522,785
18.0,540,2,lateral_movement,0.871,False,340,647,689,1073
18.0,540,3,lateral_movement,0.884,False,722,541,1001,775
18.0,540,4,normal,1.0,False,1007,624,1343,1015
18.0,540,5,lateral_movement,0.53,True,1170,550,1443,784
18.0,540,6,lateral_movement,0.655,False,1512,632,1884,1029
19.0,570,1,normal,0.994,True,244,537,521,785
19.0,570,2,lateral_movement,0.93,False,342,647,690,1073
19.0,570,3,lateral_movement,0.714,False,719,542,1001,831
19.0,570,4,normal,0.974,False,987,612,1313,1072
19.0,570,5,head_turn,0.532,True,1223,551,1442,784
19.0,570,6,lateral_movement,0.631,False,1510,632,1884,1026
20.0,600,1,normal,1.0,True,244,538,521,784
20.0,600,2,normal,0.999,False,347,647,688,1074
20.0,600,3,lateral_movement,0.597,True,719,543,1000,819
20.0,600,4,lateral_movement,0.999,False,963,625,1314,1069
20.0,600,5,normal,0.992,True,1168,551,1442,783
20.0,600,6,head_turn,0.541,False,1510,632,1885,1028
21.0,630,1,normal,0.999,True,246,537,529,801
21.0,630,2,normal,0.967,False,349,640,737,1069
21.0,630,3,normal,0.995,True,721,545,1003,776
21.0,630,4,lateral_movement,1.0,False,964,625,1313,1067
21.0,630,5,normal,0.982,False,1171,550,1442,785
21.0,630,6,normal,0.939,False,1510,631,1885,1027
22.0,660,1,normal,0.999,False,247,537,530,877
22.0,660,2,lateral_movement,0.982,False,358,654,786,1071
22.0,660,3,normal,0.999,True,768,543,999,785
22.0,660,4,normal,0.929,False,965,625,1314,1069
22.0,660,5,normal,0.998,False,1170,550,1442,784
22.0,660,6,lateral_movement,0.947,True,1510,631,1884,1020
23.0,690,1,normal,1.0,False,248,538,529,874
23.0,690,2,lateral_movement,0.998,True,351,649,787,1071
23.0,690,3,normal,0.998,True,759,543,999,806
23.0,690,4,normal,1.0,False,964,627,1314,1069
23.0,690,5,normal,0.98,False,1184,551,1442,784
23.0,690,6,normal,0.994,True,1511,631,1885,1017
24.0,720,1,normal,1.0,False,249,537,531,876
24.0,720,2,lateral_movement,0.999,True,353,651,783,1071
24.0,720,3,normal,0.995,False,770,544,1002,764
24.0,720,4,normal,1.0,False,963,626,1313,1068
24.0,720,5,normal,0.995,False,1182,548,1441,785
24.0,720,6,normal,1.0,True,1510,630,1889,1014
25.0,750,1,normal,1.0,False,249,537,530,868
25.0,750,2,normal,0.931,True,356,651,781,1070
25.0,750,3,normal,0.994,False,761,541,998,775
25.0,750,4,normal,0.999,False,964,625,1313,1069
25.0,750,5,normal,0.999,False,1175,551,1442,784
25.0,750,6,normal,0.998,False,1511,632,1885,1026
26.0,780,1,normal,1.0,False,247,537,531,815
26.0,780,2,normal,0.94,False,355,634,745,1070
26.0,780,3,normal,0.967,False,715,539,1013,786
26.0,780,4,normal,0.999,False,965,621,1313,1069
26.0,780,5,normal,1.0,False,1171,549,1442,784
26.0,780,6,normal,0.983,False,1512,632,1886,1017
27.0,810,1,normal,1.0,False,247,536,531,798
27.0,810,2,normal,0.982,False,363,635,748,1073
27.0,810,3,lateral_movement,0.573,False,787,533,1011,790
27.0,810,4,normal,0.998,False,965,622,1315,1072
27.0,810,5,normal,1.0,False,1172,532,1438,784
27.0,810,6,normal,0.934,False,1512,631,1886,1022
28.0,840,1,normal,1.0,False,247,535,531,862
28.0,840,2,normal,0.926,False,358,638,739,1072
28.0,840,3,lateral_movement,0.955,False,782,533,1013,788
28.0,840,4,normal,1.0,False,964,619,1312,1070
28.0,840,5,normal,0.997,False,1170,525,1437,785
28.0,840,6,normal,0.992,False,1512,632,1885,1028
29.0,870,1,normal,1.0,False,230,536,522,791
29.0,870,2,normal,1.0,False,363,662,723,1074
29.0,870,3,normal,0.923,False,793,534,1013,790
29.0,870,4,normal,0.994,False,964,622,1312,1075
29.0,870,5,normal,0.946,False,1168,537,1439,784
29.0,870,6,normal,1.0,False,1512,632,1885,1011
30.0,900,1,normal,1.0,False,236,537,514,787
30.0,900,2,normal,1.0,False,355,671,718,1071
30.0,900,3,lateral_movement,0.972,False,803,531,1038,792
30.0,900,4,normal,0.989,False,965,621,1312,1075
30.0,900,5,head_turn,0.8,False,1168,538,1441,783
30.0,900,6,normal,0.971,False,1513,627,1883,984
31.0,930,1,normal,0.891,False,235,539,504,771
31.0,930,2,normal,1.0,False,360,669,717,1075
31.0,930,3,lateral_movement,0.981,True,721,532,997,789
31.0,930,4,normal,1.0,False,966,621,1311,1076
31.0,930,5,normal,0.954,False,1169,529,1438,787
31.0,930,6,normal,0.872,False,1513,630,1886,1008
32.0,960,1,normal,0.834,False,234,540,506,786
32.0,960,2,normal,1.0,False,353,670,716,1071
